    1.472 INFO     Updating inventory 29: CF-111-CoE-Demo
    4.816 INFO     Host "DLR01-0" added
    4.818 INFO     Host "DNAC-EFT" added
    4.821 INFO     Host "Demo-Windows-DB" added
    4.822 INFO     Host "DemoCF4.0" added
    4.824 INFO     Host "ECV-8153" added
    4.826 INFO     Host "EDGE01-0" added
    4.828 INFO     Host "Elasticenter-Jyoti_Test2" added
    4.830 INFO     Host "Elastistor-Jyoti_Test2" added
    4.832 INFO     Host "Fortigate-VM" added
    4.835 INFO     Host "HCIGW" added
    4.837 INFO     Host "HCIIM" added
    4.839 INFO     Host "HP IMC" added
    4.841 INFO     Host "HP VSR" added
    4.843 INFO     Host "Holmes-Cent6" added
    4.846 INFO     Host "Holmes-Cent7" added
    4.849 INFO     Host "Host1-App" added
    4.851 INFO     Host "IBM Power RM" added
    4.853 INFO     Host "IM" added
    4.855 INFO     Host "IOT-VM01-LivingPlanIT" added
    4.857 INFO     Host "IOT-wpm-server2" added
    4.859 INFO     Host "ISE" added
    4.861 INFO     Host "IV-BR-I-PC--Windows 2K8 server" added
    4.862 INFO     Host "IV-BR-II-TGEN" added
    4.864 INFO     Host "IV-BR1-TGEN" added
    4.866 INFO     Host "IV-BRANCH-I-Juniper vSRX" added
    4.870 INFO     Host "IV-BRANCH-II-Juniper vSRX" added
    4.872 INFO     Host "IV-HUB-CORE-Juniper vSRX" added
    4.873 INFO     Host "IV-HUB-INET-Juniper vSRX" added
    4.875 INFO     Host "IV-HUB-MPLS-Juniper vSRX" added
    4.879 INFO     Host "IV-HUB-TGEN" added
    4.881 INFO     Host "IV-Hub-PC--Windows 2K8 server" added
    4.883 INFO     Host "IV-ISP-INET-Juniper vSRX" added
    4.885 INFO     Host "IV-ISP-MPLS-Juniper vSRX" added
    4.887 INFO     Host "IV-VIPE-S-BRANCH-I" added
    4.889 INFO     Host "IV-VIPE-S-BRANCH-II" added
    4.891 INFO     Host "IV-VIPE-S-HUB" added
    4.893 INFO     Host "IV-salsa-v9.1.2" added
    4.895 INFO     Host "IW-BRANCH-2" added
    4.897 INFO     Host "IW-BRANCH1" added
    4.899 INFO     Host "IW-BRANCH3" added
    4.902 INFO     Host "IW-BRANCH4" added
    4.904 INFO     Host "IW-H-CORE-1" added
    4.906 INFO     Host "IW-H-INET-1" added
    4.908 INFO     Host "IW-H-MC-1" added
    4.910 INFO     Host "IW-H-WEBSERVER" added
    4.912 INFO     Host "IW-HUB-PC" added
    4.914 INFO     Host "IW-HUBMPLS" added
    4.916 INFO     Host "IW-ISP-INET-1" added
    4.918 INFO     Host "IW-ISP-MPLS-1" added
    4.920 INFO     Host "Infra Server_1" added
    4.922 INFO     Host "Infra Server_2" added
    4.924 INFO     Host "Jenkin_Cent" added
    4.926 INFO     Host "Jump-2-Ros" added
    4.928 INFO     Host "Jump-Box" added
    4.930 INFO     Host "Jump-host-Ros" added
    4.933 INFO     Host "Kentik" added
    4.935 INFO     Host "Kube_master_new" added
    4.937 INFO     Host "LB-WEB-ONE-ARM-0" added
    4.941 INFO     Host "Linux Migration" added
    4.943 INFO     Host "LoadBalancer" added
    4.945 INFO     Host "M-Compute1" added
    4.946 INFO     Host "M-Compute2" added
    4.948 INFO     Host "M-Controller1" added
    4.950 INFO     Host "M-Controller2" added
    4.952 INFO     Host "M-Junipercontrail" added
    4.955 INFO     Host "MDM" added
    4.957 INFO     Host "ManageIQ" added
    4.959 INFO     Host "Manageiq-chef" added
    4.961 INFO     Host "MasterServer_1" added
    4.963 INFO     Host "MasterServer_2" added
    4.965 INFO     Host "MasterServer_3" added
    4.967 INFO     Host "Master_1" added
    4.969 INFO     Host "MidoNSDB VM1" added
    4.971 INFO     Host "MidoNet Compute1" added
    4.973 INFO     Host "MidoNet Control VM1" added
    4.975 INFO     Host "MidoNet Gateway VM1" added
    4.977 INFO     Host "Midonet Compute2" added
    4.979 INFO     Host "Mon-Nagios" added
    4.981 INFO     Host "NCDE-DB-1" added
    4.983 INFO     Host "NCDE-WS1" added
    4.985 INFO     Host "NCX-39 Trial-SDNLAB" added
    4.987 INFO     Host "NNMI_New" added
    4.990 INFO     Host "NSX_Controller_07104153-2f40-458c-a6e2-99859bd4f89c" added
    4.992 INFO     Host "NSX_Controller_7b7a5f4c-c572-4963-a487-39769a01a46d" added
    4.994 INFO     Host "NTNX-16AP6B330005-A-CVM" added
    4.996 INFO     Host "NTNX-16AP6B330005-B-CVM" added
    4.998 INFO     Host "NTNX-16AP6B330005-C-CVM" added
    5.000 INFO     Host "NTNX-16AP6B330005-D-CVM" added
    5.003 INFO     Host "NTP" added
    5.005 INFO     Host "NetBrain" added
    5.007 INFO     Host "Netbackup_Master" added
    5.009 INFO     Host "NexentaEdge-Dep" added
    5.011 INFO     Host "NexentaFusion 1.0.0.34" added
    5.013 INFO     Host "NexentaFusion-1.1.1.6_Dev_Jyoti" added
    5.015 INFO     Host "NexentaStor5.0.1.0 Dev" added
    5.017 INFO     Host "Nexentastor4-cobbler" added
    5.019 INFO     Host "Nimesa_New_2" added
    5.021 INFO     Host "Nimesa_test" added
    5.023 INFO     Host "Nutanix_Foundation_VM-3.10" added
    5.025 INFO     Host "OpenShiftAdmin" added
    5.027 INFO     Host "Openshift Worker Node-2" added
    5.029 INFO     Host "Openstack_1" added
    5.031 INFO     Host "Openstack_Undercloud_Newtron_Cisco_ACI (1)" added
    5.033 INFO     Host "P2V-DLR-0" added
    5.035 INFO     Host "PA-VM-8.0.0" added
    5.037 INFO     Host "PCIDSS-Test-LAP" added
    5.039 INFO     Host "Python-test" added
    5.041 INFO     Host "Python_win2k12" added
    5.043 INFO     Host "QOS" added
    5.046 INFO     Host "RHEVM" added
    5.048 INFO     Host "RHOS-1" added
    5.050 INFO     Host "Red Hat CloudForms 4.5-New" added
    5.052 INFO     Host "SDI-Client" added
    5.054 INFO     Host "SDN Automation Server" added
    5.056 INFO     Host "SDX-COE-1" added
    5.059 INFO     Host "SDX-COE-21" added
    5.060 INFO     Host "SDX_Win2k8_0001" added
    5.062 INFO     Host "SME-Ceph" added
    5.065 INFO     Host "SQL-1-Nutanix" added
    5.067 INFO     Host "SUSE ADMIN" added
    5.069 INFO     Host "SUSE CLOUD SMT" added
    5.071 INFO     Host "SatNode_1" added
    5.074 INFO     Host "Satellite6" added
    5.076 INFO     Host "ScaleIO-Vcenter" added
    5.078 INFO     Host "Surveillance_IoT" added
    5.080 INFO     Host "T7-ACI-Openstack" added
    5.082 INFO     Host "THC1" added
    5.084 INFO     Host "TSG-RTR1" added
    5.087 INFO     Host "TSG-RTR2" added
    5.091 INFO     Host "TSG-RTR3" added
    5.096 INFO     Host "TSG-Ubuntu" added
    5.099 INFO     Host "Test-VMMonitor" added
    5.101 INFO     Host "TestKarthik" added
    5.103 INFO     Host "ThousandEyes VM-RAR" added
    5.105 INFO     Host "UnderCloud_10_Telco" added
    5.107 INFO     Host "Undercloud" added
    5.109 INFO     Host "Undercloud-RHOSP12" added
    5.111 INFO     Host "UndercloudRHOSP12" added
    5.113 INFO     Host "VCF-DNS-SUBDOMAIN" added
    5.115 INFO     Host "VCF_DNS" added
    5.117 INFO     Host "VC_Nimesa" added
    5.119 INFO     Host "VCenter_6.5" added
    5.120 INFO     Host "VM2-App2" added
    5.124 INFO     Host "VM_Test1" added
    5.128 INFO     Host "VMware vRealize Network Insight Platform" added
    5.130 INFO     Host "VSRX-Contrail" added
    5.132 INFO     Host "VVD-DNS" added
    5.134 INFO     Host "Vcenter_demo_Ashok_2" added
    5.137 INFO     Host "WIN-ABC" added
    5.140 INFO     Host "WL-ACI-ASAv-UNMGD-CLNT" added
    5.144 INFO     Host "WPM- SERVER" added
    5.146 INFO     Host "WPMServer_OMi" added
    5.148 INFO     Host "WPM_NNMI" added
    5.150 INFO     Host "Windows-AD" added
    5.152 INFO     Host "Windows-webservice1" added
    5.154 INFO     Host "Windows_NImesa_test_New_cl_Oct_06_2017_20-38-47" added
    5.156 INFO     Host "WorkerNode_1" added
    5.158 INFO     Host "WorkerNode_2" added
    5.160 INFO     Host "WorkerNode_3" added
    5.162 INFO     Host "Zenoss_deployment" added
    5.164 INFO     Host "Zenoss_deployment (1)" added
    5.167 INFO     Host "aci-compute" added
    5.171 INFO     Host "aci-dev" added
    5.175 INFO     Host "aci-liberty" added
    5.179 INFO     Host "admin-node" added
    5.181 INFO     Host "ansible" added
    5.183 INFO     Host "ansible-tower" added
    5.185 INFO     Host "ansiblemaraiadb" added
    5.187 INFO     Host "ansiblemariadb_new" added
    5.191 INFO     Host "aviatrix-N-Virgina-GW-A@172.31.31.153" added
    5.194 INFO     Host "cent-pack1" added
    5.196 INFO     Host "cent-repo" added
    5.198 INFO     Host "cloudform42.opendc.com" added
    5.200 INFO     Host "comvault-proxy-server" added
    5.202 INFO     Host "datanode1" added
    5.204 INFO     Host "datanode2" added
    5.206 INFO     Host "demo_gold" added
    5.208 INFO     Host "demo_test31" added
    5.212 INFO     Host "falck-aws-feb182" added
    5.216 INFO     Host "graylog-beta" added
    5.219 INFO     Host "helpdesk" added
    5.221 INFO     Host "iWAN-Web-Server" added
    5.223 INFO     Host "iotlinux" added
    5.225 INFO     Host "jan2-18-sdx-demo" added
    5.227 INFO     Host "kickstarttest" added
    5.229 INFO     Host "kube_node1_new1" added
    5.232 INFO     Host "kube_node2_new2" added
    5.237 INFO     Host "manageiqrpm" added
    5.239 INFO     Host "minion1" added
    5.241 INFO     Host "minion2" added
    5.243 INFO     Host "ml2_compute" added
    5.245 INFO     Host "ml2_control" added
    5.247 INFO     Host "namenode1" added
    5.249 INFO     Host "nexenta-auto" added
    5.251 INFO     Host "nimashtst8" added
    5.253 INFO     Host "nimtest1" added
    5.255 INFO     Host "openshift_scaleIO1" added
    5.257 INFO     Host "openshift_scaleIO2" added
    5.259 INFO     Host "openshift_scaleIO3" added
    5.262 INFO     Host "openshiftmastertest" added
    5.265 INFO     Host "openstack-jcontrail1" added
    5.267 INFO     Host "oradbprodserver" added
    5.269 INFO     Host "oradbserverupload" added
    5.272 INFO     Host "postgress" added
    5.274 INFO     Host "sds1" added
    5.276 INFO     Host "sds2" added
    5.278 INFO     Host "sdx-cent70002" added
    5.280 INFO     Host "sdx-cent70003" added
    5.282 INFO     Host "sdx-cent70004" added
    5.284 INFO     Host "sdx-coe-51" added
    5.286 INFO     Host "sdx-coe-54" added
    5.288 INFO     Host "sdx-hea01" added
    5.290 INFO     Host "sdx-vm10" added
    5.292 INFO     Host "sdxnix05" added
    5.294 INFO     Host "server" added
    5.296 INFO     Host "test-bu01user" added
    5.299 INFO     Host "testbu01" added
    5.301 INFO     Host "tsgnix01" added
    5.304 INFO     Host "vRA-REPO" added
    5.306 INFO     Host "winchefclient" added
    5.308 INFO     Host "windowtest" added
    5.310 INFO     Host "wow24nov" added
    5.375 INFO     Group "Zenoss_deployment_Zenoss_deployment_vmx" added as child of "location"
    5.398 INFO     Group "_managed_folder_path_yellow_datacenters" added as child of "tags"
    5.406 INFO     Group "ManageIQ__Providers__Vmware__InfraManager__Vm" added as child of "type"
    5.413 INFO     Group "vmware" added as child of "vendor"
    5.444 INFO     Host "WorkerNode_2" added to group "05987959_f4b4_321e_e1f4_0025b5111a08_WorkerNode_2_vmx"
    5.450 INFO     Host "SatNode_1" added to group "2aa76c59_b435_a637_e463_0025b5111a00_SatNode_1_vmx"
    5.457 INFO     Host "WorkerNode_3" added to group "2c987959_cc67_ce00_699a_0025b5111a00_WorkerNode_3_vmx"
    5.464 INFO     Host "NetBrain" added to group "2eeb0958_04b1_34dc_a373_0025b5111a00_NetBrain_vmx"
    5.470 INFO     Host "ACI-WL-AVS-WEB1" added to group "34be7559_ec0e_09ad_97fa_0025b5111a00_ACI_WL_AVS_WEB1_vmx"
    5.476 INFO     Host "48.90 Windows Machine" added to group "48_90WindowsMachine_48_90WindowsMachine_vmx"
    5.483 INFO     Host "75.91 Demo Ubuntu Server" added to group "48_91DemoUbuntuServer_48_91DemoUbuntuServer_vmx"
    5.489 INFO     Host "75.92 Ansible Demo Server" added to group "48_92AnsibleDemoServer_48_92AnsibleDemoServer_vmx"
    5.496 INFO     Host "5.1.2-prism_central" added to group "5_1_2_prism_central_5_1_2_prism_central_vmx"
    5.502 INFO     Host "THC1" added to group "5ecf2658_071b_4411_a748_a050bd4ec831_ovf"
    5.509 INFO     Host "DemoCF4.0" added to group "9d193f9c_2aa9_4ef4_a958_be8f62a6c563_ovf"
    5.515 INFO     Host "Master_1" added to group "a48c7959_a08a_5269_671d_0025b5111a08_Master_1_vmx"
    5.526 INFO     Host "aci-compute" added to group "ACI_COMPUTE_ACI_COMPUTE_vmx"
    5.533 INFO     Host "aci-liberty" added to group "aci_liberty_aci_liberty_vmx"
    5.539 INFO     Host "aci-dev" added to group "ACITestServerUbuntu14_ACITestServerUbuntu14_vmx"
    5.545 INFO     Host "ACI-VM-1" added to group "ACI_VM_1_ACI_VM_1_vmx"
    5.551 INFO     Host "ACI-WL-ARRAY" added to group "ACI_WL_ARRAY_ACI_WL_ARRAY_vmx"
    5.557 INFO     Host "ACI-WL-ARRAY-CLNT" added to group "ACI_WL_ARRAY_CLNT_ACI_WL_ARRAY_CLNT_vmx"
    5.563 INFO     Host "ACI-WL-ARRAY-WEB1" added to group "ACI_WL_ARRAY_WEB1_ACI_WL_ARRAY_WEB1_vmx"
    5.570 INFO     Host "ACI-WL-ARRAY-WEB2" added to group "ACI_WL_ARRAY_WEB2_ACI_WL_ARRAY_WEB2_vmx"
    5.577 INFO     Host "ACI-WL-ASACLNT" added to group "ACI_WL_ASACLNT_ACI_WL_ASACLNT_vmx"
    5.583 INFO     Host "ACI-WL-ASAv" added to group "ACI_WL_ASAv_ACI_WL_ASAv_vmx"
    5.589 INFO     Host "ACI-WL-ASAv-UNMGD-WEB1" added to group "ACI_WL_ASAv_UNMGD_WEB1_ACI_WL_ASAv_UNMGD_WEB1_vmx"
    5.595 INFO     Host "ACI-WL-ASAWEB" added to group "ACI_WL_ASAWEB_ACI_WL_ASAWEB_vmx"
    5.601 INFO     Host "ACI-WL-AVS-WEB2" added to group "ACI_WL_AVS_WEB2_ACI_WL_AVS_WEB2_vmx"
    5.608 INFO     Host "ACI-WL-F5-CLNT" added to group "ACI_WL_F5_CLNT_ACI_WL_F5_CLNT_vmx"
    5.614 INFO     Host "ACI-WL-F5-WEB1" added to group "ACI_WL_F5_WEB1_ACI_WL_F5_WEB1_vmx"
    5.620 INFO     Host "ACI-WL-F5-WEB2" added to group "ACI_WL_F5_WEB2_ACI_WL_F5_WEB2_vmx"
    5.626 INFO     Host "ACI-WL-NETVPX-CLNT2" added to group "ACI_WL_NETVPX_CLNT2_ACI_WL_NETVPX_CLNT2_vmx"
    5.632 INFO     Host "ACI-WL-NETVPX-CLNT" added to group "ACI_WL_NETVPX_CLNT_ACI_WL_NETVPX_CLNT_vmx"
    5.638 INFO     Host "ACI-WL-NETVPX-WEB1" added to group "ACI_WL_NETVPX_WEB1_ACI_WL_NETVPX_WEB1_vmx"
    5.644 INFO     Host "ACI-WL-NETVPX-WEB2" added to group "ACI_WL_NETVPX_WEB2_ACI_WL_NETVPX_WEB2_vmx"
    5.650 INFO     Host "ACI-WL-NETVPX-WEB-3" added to group "ACI_WL_NETVPX_WEB_3_ACI_WL_NETVPX_WEB_3_vmx"
    5.656 INFO     Host "ACI-WL-NETVPX-WEB-4" added to group "ACI_WL_NETVPX_WEB_4_ACI_WL_NETVPX_WEB_4_vmx"
    5.662 INFO     Host "ACI-WL-NETVPX-WEB-5" added to group "ACI_WL_NETVPX_WEB_5_ACI_WL_NETVPX_WEB_5_vmx"
    5.669 INFO     Host "admin-node" added to group "admin_node_admin_node_vmx"
    5.675 INFO     Host "AviatrixController" added to group "amazon"
    5.676 INFO     Host "aviatrix-N-Virgina-GW-A@172.31.31.153" added to group "amazon"
    5.676 INFO     Host "Cvlt-mediaserver" added to group "amazon"
    5.676 INFO     Host "falck-aws-feb182" added to group "amazon"
    5.684 INFO     Host "ANS-CNT" added to group "ANS_CNT_ANS_CNT_vmx"
    5.696 INFO     Host "Ansible-ACI-DHCP" added to group "Ansible_ACI_DHCP_Ansible_ACI_DHCP_vmx"
    5.704 INFO     Host "ansible" added to group "ansible_ansible_vmx"
    5.711 INFO     Host "AnsibleClient1" added to group "AnsibleClient1_AnsibleClient1_vmx"
    5.718 INFO     Host "AnsibleClient2" added to group "AnsibleClient2_AnsibleClient2_vmx"
    5.725 INFO     Host "ansiblemariadb_new" added to group "ansiblemariadb_new_ansiblemariadb_new_vmx"
    5.732 INFO     Host "AnsibleMaster" added to group "AnsibleMaster_AnsibleMaster_vmx"
    5.739 INFO     Host "ansiblemaraiadb" added to group "Ansible_test_Ansible_test_vmx"
    5.746 INFO     Host "ansible-tower" added to group "ansible_tower_ansible_tower_vmx"
    5.753 INFO     Host "Ansible_Tower_P" added to group "Ansible_Tower_P_Ansible_Tower_P_vmx"
    5.760 INFO     Host "ANS-L" added to group "ANS_L_ANS_L_vmx"
    5.768 INFO     Host "APIC-EM" added to group "APIC_EM_APIC_EM_vmx"
    5.775 INFO     Host "Host1-App" added to group "APP_VM_APP_VM_vmx"
    5.782 INFO     Host "ASAv" added to group "ASAv_ASAv_vmx"
    5.789 INFO     Host "ASAv-UNMGD" added to group "ASAv_UNMGD_ASAv_UNMGD_vmx"
    5.796 INFO     Host "Avi Cloud Controller" added to group "AviCloudController_AviCloudController_vmx"
    5.803 INFO     Host "NCDE-WS1" added to group "AVI_WEB2_AVI_WEB2_vmx"
    5.810 INFO     Host "AWS-Migration" added to group "AWS_Migration_AWS_Migration_vmx"
    5.818 INFO     Host "AWX" added to group "AWX_AWX_vmx"
    5.829 INFO     Host "SDX-COE-1" added to group "azure"
    5.835 INFO     Host "Ansible-Network" added to group "b25e3559_84e0_0737_e751_0025b5111a08_Ansible_Network_vmx"
    5.841 INFO     Host "WorkerNode_1" added to group "b2957959_941a_5e6a_a02a_0025b5111a08_WorkerNode_1_vmx"
    5.847 INFO     Host "BCF Controller 4.1.1" added to group "BCFController4_1_1_BCFController4_1_1_vmx"
    5.859 INFO     Host "BIG-IP-ACI-Demo" added to group "BIG_IP_ACI_Demo_BIG_IP_ACI_Demo_vmx"
    5.866 INFO     Host "BIG-IP VE Ansible" added to group "BIG_IPVEAnsible_BIG_IPVEAnsible_vmx"
    5.873 INFO     Host "BR-TGEN" added to group "BR_TGEN_BR_TGEN_vmx"
    5.880 INFO     Host "BVD-Server" added to group "BVD_Server_BVD_Server_vmx"
    5.887 INFO     Host "CB-Elasticenter-SDX-Test" added to group "CB_Elasticenter_SDX_CB_Elasticenter_SDX_vmx"
    5.894 INFO     Host "CB-Elasticenter-SDX-PRD" added to group "CB_Elasticenter_SDX_PRD_CB_Elasticenter_SDX_PRD_vmx"
    5.902 INFO     Host "CB-ElastiStor-SDX-Test" added to group "CB_ElastiStor_SDX_CB_ElastiStor_SDX_vmx"
    5.910 INFO     Host "CentOS_DC1" added to group "CentOS_DC1_CentOS_DC1_vmx"
    5.917 INFO     Host "CentOS-DC_new" added to group "CentOS_DC_new_CentOS_DC_new_vmx"
    5.923 INFO     Host "Cent-OS_Oracle" added to group "Cent_OS_Oracle_Cent_OS_Oracle_vmx"
    5.929 INFO     Host "cent-pack1" added to group "cent_pack1_cent_pack1_vmx"
    5.935 INFO     Host "Ceph-N1" added to group "Ceph_N1_Ceph_N1_vmx"
    5.941 INFO     Host "Ceph-N2" added to group "Ceph_N2_Ceph_N2_vmx"
    5.947 INFO     Host "Ceph-N3" added to group "Ceph_N3_Ceph_N3_vmx"
    5.953 INFO     Host "Ceph-Radosgw" added to group "Ceph_Radosgw_Ceph_Radosgw_vmx"
    5.960 INFO     Host "CG-ION3102v-Branch2" added to group "CG_ION3102v_Branch2_CG_ION3102v_Branch2_vmx"
    5.966 INFO     Host "CG-ION 3102v-Branch" added to group "CG_ION3102v_Branch_CG_ION3102v_Branch_vmx"
    5.972 INFO     Host "Cisco CSR1000v Anuta" added to group "CiscoCSR1000vAnuta_CiscoCSR1000vAnuta_vmx"
    5.979 INFO     Host "Cisco CSR 1000V" added to group "CiscoCSR1000V_CiscoCSR1000V_vmx"
    5.985 INFO     Host "Cisco Nexus Fabric Manager" added to group "CiscoNexusFabricManager_CiscoNexusFabricManager_vmx"
    5.992 INFO     Host "Cisco Nexus Fabric Manager-T7" added to group "CiscoNexusFabricManager_T7_CiscoNexusFabricManager_T7_vmx"
    5.998 INFO     Host "Cisco Prime Infrastructure Virtual Appliance" added to group "CiscoPrimeInfrastructureVirtualAppliance_CiscoPrimeInfrastructureVirtualAppliance_vmx"
    6.004 INFO     Host "Cliqr-CSO-centos6-vmware-aci-2" added to group "Cliqr_CSO_centos6_vmware_aci_2_Cliqr_CSO_centos6_vmware_aci_2_vmx"
    6.011 INFO     Host "Cloudbyte-Elasticenter" added to group "Cloudbyte_Elasticenter_Cloudbyte_Elasticenter_vmx"
    6.017 INFO     Host "CloudForm45_113_POD_JAN18" added to group "CloudForm45_113_POD_JAN18_CloudForm45_113_POD_JAN18_vmx"
    6.023 INFO     Host "CloudForms 4.5_111_PODnov" added to group "CloudForms4_5_111_PODnov_CloudForms4_5_111_PODnov_vmx"
    6.029 INFO     Host "CloudFormsDB01" added to group "CloudFormsDB01_1_CloudFormsDB01_vmx"
    6.035 INFO     Host "CloudFormsDB02" added to group "CloudFormsDB02_CloudFormsDB02_vmx"
    6.040 INFO     Host "CloudFormsUI01" added to group "CloudFormsUI01_CloudFormsUI01_vmx"
    6.047 INFO     Host "CloudFormsUI02" added to group "CloudFormsUI02_CloudFormsUI02_vmx"
    6.053 INFO     Host "CloudN-ovf-091517" added to group "CloudN_ovf_091517_CloudN_ovf_091517_vmx"
    6.059 INFO     Host "Cobbler" added to group "Cobbler_Cobbler_vmx"
    6.066 INFO     Host "Cobbler_PXE" added to group "Cobbler_PXE_Cobbler_PXE_vmx"
    6.072 INFO     Host "Cobbler-Ubuntu" added to group "Cobbler_Ubuntu_Cobbler_Ubuntu_vmx"
    6.078 INFO     Host "Comvlt_Training_7" added to group "Comvlt_Training_7_Comvlt_Training_7_vmx"
    6.089 INFO     Host "ContrailCompute1" added to group "ContrailCompute1_ContrailCompute1_vmx"
    6.096 INFO     Host "ContrailCompute2" added to group "ContrailCompute2_ContrailCompute2_vmx"
    6.103 INFO     Host "ContrailCompute3" added to group "ContrailCompute3_ContrailCompute3_vmx"
    6.111 INFO     Host "ContrailConfig" added to group "ContrailConfig_ContrailConfig_vmx"
    6.118 INFO     Host "ContrailControl1-N" added to group "ContrailControl1_N_ContrailControl1_N_vmx"
    6.125 INFO     Host "ContrailControl2-N" added to group "ContrailControl2_N_ContrailControl2_N_vmx"
    6.132 INFO     Host "Cumulus-Ansible" added to group "Cumulus_Ansible_Tower_Cumulus_Ansible_Tower_vmx"
    6.139 INFO     Host "CumulusVX-leaf1" added to group "CumulusVX_leaf1_CumulusVX_leaf1_vmx"
    6.146 INFO     Host "CumulusVX-leaf2" added to group "CumulusVX_leaf2_CumulusVX_leaf2_vmx"
    6.153 INFO     Host "CumulusVX-spine1" added to group "CumulusVX_spine1_CumulusVX_spine1_vmx"
    6.161 INFO     Host "CumulusVX-spine2" added to group "CumulusVX_spine2_CumulusVX_spine2_vmx"
    6.168 INFO     Host "CVX-Arista(48.100)" added to group "CVX_Arista_CVX_Arista_vmx"
    6.175 INFO     Host "NTP" added to group "d930b4e1_9efa_4153_a592_64f125ded0a5_ovf"
    6.182 INFO     Host "DC2-VC2" added to group "DC2_VC2_DC2_VC2_vmx"
    6.189 INFO     Host "DC-TGEN" added to group "DC_TGEN_DC_TGEN_vmx"
    6.196 INFO     Host "demo_gold" added to group "demo_gold_demo_gold_vmx"
    6.203 INFO     Host "demo_test31" added to group "demo_test31_demo_test31_vmx"
    6.210 INFO     Host "Demo-Windows-DB" added to group "Demo_Windows_DB_Demo_Windows_DB_vmx"
    6.218 INFO     Host "Jump-Box" added to group "df625b58_f4f3_f9cd_7a84_0025b5111a08_Jump_Box_vmx"
    6.225 INFO     Host "DHCP Server" added to group "DHCPServer_DHCPServer_vmx"
    6.232 INFO     Host "DLR01-0" added to group "DLR01_0_DLR01_0_vmx"
    6.239 INFO     Host "DNAC-EFT" added to group "DNAC_EFT_DNAC_EFT_vmx"
    6.246 INFO     Host "openshiftmastertest" added to group "Dockerhost1_Dockerhost1_vmx"
    6.253 INFO     Host "minion1" added to group "Dockerhost2_Dockerhost2_vmx"
    6.260 INFO     Host "cloudform42.opendc.com" added to group "eafcf676_90d6_4628_947a_bf17790b9616_ovf"
    6.267 INFO     Host "SDX-COE-1" added to group "eastus"
    6.274 INFO     Host "AviatrixController" added to group "ec2_34_225_52_141_compute_1_amazonaws_com"
    6.281 INFO     Host "Cvlt-mediaserver" added to group "ec2_54_91_231_196_compute_1_amazonaws_com"
    6.288 INFO     Host "falck-aws-feb182" added to group "ec2_54_91_53_17_compute_1_amazonaws_com"
    6.293 INFO     Host "ECV-8153" added to group "ECV_8153_ECV_8153_vmx"
    6.300 INFO     Host "EDGE01-0" added to group "EDGE01_0_EDGE01_0_vmx"
    6.306 INFO     Host "Elasticenter-Jyoti_Test2" added to group "Elasticenter_Jyoti_Test2_Elasticenter_Jyoti_Test2_vmx"
    6.312 INFO     Host "Elastistor-Jyoti_Test2" added to group "Elastistor_Jyoti_Test2_Elastistor_Jyoti_Test2_vmx"
    6.319 INFO     Host "Fortigate-VM" added to group "Fortigate_VM_Fortigate_VM_vmx"
    6.325 INFO     Host "graylog-beta" added to group "graylog_beta_graylog_beta_vmx"
    6.331 INFO     Host "HCIGW" added to group "HCIGW_HCIGW_vmx"
    6.337 INFO     Host "HCIIM" added to group "HCIIM_HCIIM_vmx"
    6.344 INFO     Host "helpdesk" added to group "helpdesk_helpdesk_vmx"
    6.350 INFO     Host "Holmes-Cent6" added to group "Holmes_Cent6_Holmes_Cent6_vmx"
    6.357 INFO     Host "Holmes-Cent7" added to group "Holmes_Cent7_Holmes_Cent7_vmx"
    6.363 INFO     Host "HP IMC" added to group "HPIMC_HPIMC_vmx"
    6.369 INFO     Host "HP VSR" added to group "HPVSR_HPVSR_vmx"
    6.375 INFO     Host "IBM Power RM" added to group "IBMPowerRM_IBMPowerRM_vmx"
    6.381 INFO     Host "IM" added to group "IM_IM_vmx"
    6.388 INFO     Host "Infra Server_1" added to group "InfraServer_1_InfraServer_1_vmx"
    6.394 INFO     Host "Infra Server_2" added to group "InfraServer_2_InfraServer_2_vmx"
    6.400 INFO     Host "CG-ION 7108v-DC" added to group "ION7108v_ION7108v_vmx"
    6.406 INFO     Host "iotlinux" added to group "iotlinux_iotlinux_vmx"
    6.413 INFO     Host "IOT-VM01-LivingPlanIT" added to group "IOT_VM01_LivingPlanIT_IOT_VM01_LivingPlanIT_vmx"
    6.418 INFO     Host "IOT-wpm-server2" added to group "IOT_wpm_server2_IOT_wpm_server2_vmx"
    6.424 INFO     Host "ISE" added to group "ISE_ISE_vmx"
    6.430 INFO     Host "IV-BR1-TGEN" added to group "IV_BR1_TGEN_1_IV_BR1_TGEN_vmx"
    6.436 INFO     Host "IV-HUB-TGEN" added to group "IV_BR1_TGEN_IV_BR1_TGEN_vmx"
    6.442 INFO     Host "IV-BRANCH-II-Juniper vSRX" added to group "IV_BRANCH_II_JunipervSRX_IV_BRANCH_II_JunipervSRX_vmx"
    6.448 INFO     Host "IV-BRANCH-I-Juniper vSRX" added to group "IV_BRANCH_I_JunipervSRX_IV_BRANCH_I_JunipervSRX_vmx"
    6.454 INFO     Host "IV-BR-II-TGEN" added to group "IV_BR_II_TGEN_IV_BR_II_TGEN_vmx"
